,Review,Rating
10,"My first Macbook and no regret that I waited for this.
Sleek design, lightning speed, super light weight and silent as a wolf.
If you want to have a laptop that is super cool in look as well as performance, go for it.",5
11,Amazed performance of MI chip. Looks no doubt premium. Outstanding battery backup. Buit quality is very good. After full charge I used it for 2 days (more than 16 hrs) still more than 20% charge remaining. Best and suitable for high end users like coder/IT persons.,5
12,"Amazing product, I think most of people won't need more than this. It provides best value for money. I am using this for mobile app development and it works like charm.",5
13,"No doubt, the laptop is very good. But this 3 star is only for the apple company itself. There is no USB port or card reader port. You will just get 2 type C port and eventually you have to shed extra 6-8k to buy a good quality dock(connector) for this laptop so that you can connect your hard drives, iphone or card reader, etc. Also, even to get a 512GB variant you have to pay a whooping 20k extra. This is insane. Instead of buying 512Gb variant I would suggest to buy a external SSD. I didn’t...",3
14,If u have the budget then go for it. It’s a very small and sleek device with very good performance and awesome battery life. No regrets.,5
15,"I'm new to MacBook and Apple Ecosystem. But, I've to say, this MacBook Air M1 is so awesome that I'm totally impressed. Yet to get used to all the keyboard shortcuts and as coming from the Windows maybe it'll take a while to get used to it.

Great build quality.
Great display.
Amazing battery life.
Amazing performance.
Great sound quality.

It's a completely balanced package. I highly recommend it instead of high-end and more pricey Windows laptops.",5
16,"The following is a detailed usage review.
First of all, I Thank Flipkart for the fast delivery, that too a day before the promised delivery date.
This is by far the best laptop you could get for the price range. As a person who have been a windows user all my life, MacOS is a totally different experience for me. The aluminium build, the performance, the display and the compactness of this machine has surprised me.

PROS:
1. The M1 Chip - This chip is the sole reason that narrowed me down to...",5
17,"Amazing thing you can get man!
Don't go for windows if you really want to
Windows is more flexible but mac is blazingly fast in everything !
Jts super portable, super powerful machine which just sips power !
It's a go to any business trip, school/college work machine which will last 12-14 hrs with hardcore usage
Video playback is around 13 hrs
With normal usage expect 18 hrs as promised by the company
My advice :
First charge should be 100 percent
Rest every charge should be done max...",5
18,"I was in an ocillation to buy M1 air or Pro, finally went with air, I am glad that I saved money by not going to pro, as air matched my performance requirement, previously I was using Macbook Pro 2017 model with i7 intel plus 16GB RAM which use to heat up a lot for chrome usage (many tabs with google meet call with screen sharing and cam on), 90% of the time fan use to kick in, but Air does the job without any hesitation and no heat at all, thanks to Apple and Flipkart for 2nd-day delivery. T...",5
19,"This is my first Apple MacBook product and have to say I have made a very good decision to buy it. Following points on which it outperform:
1. Battery life
2. RAM management
3. Performance
4. Display
This new M1 chip won't support some of the apps and software as it use to. But, for a general usage all the apps and software are optimised. I would definitely recommend this product for designers and coders you require a good processing power and battery life.",5
20,"This is truly a mean machine, l was in a mind set to continue with windows, but if you are not much concerned about game and a professional , close your eyes buy this. This functions like a ipad superfast to open and runs fine with day to day work. Battery life is awesome.

Pros: battery life, best display, premium built quality, M1 chip
Cons: nothing much so far to be honest but you have to keep in mind though its a 🍏 you won't be able to manage 3rd party application easily.

With a minimum...",5
21,"The M1 macbook air is the best value for money. Amazing speed, gorgeous display, superb endurance and best in class aesthetics. If u are a non gamer and buying a laptop for serious work, this beast is the one to get( not even macbook pro, since benchmark scores are negligible). A small heads up: The upcoming M2 mac airs are even more powerful but are also costlier and come in garish colours which i personally dislike. So don't wait for the next gen. Just get the M1 air now. U won't be disappo...",5
22,"This machine is beast with M1 chip, monster fast speed processor with premium and class looks. Super thin and light weight.
Highly recommended machine, it's complete worth at this price...go for it",5
23,"Battery is amazing
laptop gets a bit warm while doing moderate task such as having 5-6 edge tabs with few other applications open
Ram Management is nice, could be better in future when more and more software gets arm update
IOS simulator with vs code and egde works like butter",4
24,"Migrated from 2016 MacBook Air. Brand new, sealed pack product, authentic product was delivered by Flipkart. Transition from old laptop was very smooth. Best in class Laptop. Super happy with the Retina Screen, new speaker system, butterfly smooth key board, long battery life. Only thing that could have helped more is one USB port, I had to buy an USB type C to Type A extender separately.",5
25,Everything is awesome about this product despite that Microsoft office is paid on this which is not good atleast office should be available on it and one more thing android phone doesn't connects through type c to type c cable which is not at all good,5
26,"1st Mac pc in my lifetime, I’m impressed being windows users for multiple decades below are the major benefits came in my mind instantly,

- No heating issues, I can use like phone or tab. Simply to say I use pc place in my thigh
- Display is awesome, feels to work more in sharp displays
- Battery, Wow simply super it’s stay for me a week with daily max of 2 hour of usage, charging timing 10 to 100 max 2 hours
- very slim and light, you need use good case to protect it. Feels very less wei...",4
27,"I am glad that I chose Flipkart for this purchase as I got the HDFC discount. I am more than happy that I chose the space grey color as it looks fabulous. Performance, camera, battery, quality etc. are all of top quality and hence no doubt. Macbook Air M1 chip is definitely a better choice compared to Macbook Pro. Just go and get your MacBook!🙂",5
28,"Switched from a Mid 2012 Macbook Pro which was way over its intended shelf life and i cannot fathom how far the Macbook have come to be.

Pros:

1. Blazing fast performance, 8GB Ram is plenty even for a professional graphic designer using Photoshop, Illustrator, Sketch & Figma.

2. Amazing Battery life, getting close to 16 hours of Usage time per single charge, that translates to 2 working days of mine.

3. Fast Type C Charging, full charge of laptop in close to 1 and half hours, thats blazi...",5
29,"The laptop is the best option for someone who is already a mac or iOS user and is one of the best options for someone who isn’t. The fan less design and apple designed M1 chip just make this machine a beast that devours everyday tasks and easily handle some heavy duty tasks as well.
It serves it’s purpose and gets out of the way when you’re done. The instant wake, really fast SSD, best touchpad, excellent speakers and microphones, along with the premium design and the deep integration with r...",5
30,"This is truly a mean machine, l was in a mind set to continue with windows, but if you are not much concerned about game and a professional , close your eyes buy this. This functions like a ipad superfast to open and runs fine with day to day work. Battery life is awesome.

Pros: battery life, best display, premium built quality, M1 chip
Cons: nothing much so far to be honest but you have to keep in mind though its a 🍏 you won't be able to manage 3rd party application easily.

With a minimum...",5
31,"The M1 macbook air is the best value for money. Amazing speed, gorgeous display, superb endurance and best in class aesthetics. If u are a non gamer and buying a laptop for serious work, this beast is the one to get( not even macbook pro, since benchmark scores are negligible). A small heads up: The upcoming M2 mac airs are even more powerful but are also costlier and come in garish colours which i personally dislike. So don't wait for the next gen. Just get the M1 air now. U won't be disappo...",5
32,"This machine is beast with M1 chip, monster fast speed processor with premium and class looks. Super thin and light weight.
Highly recommended machine, it's complete worth at this price...go for it",5
33,"Battery is amazing
laptop gets a bit warm while doing moderate task such as having 5-6 edge tabs with few other applications open
Ram Management is nice, could be better in future when more and more software gets arm update
IOS simulator with vs code and egde works like butter",4
34,"Migrated from 2016 MacBook Air. Brand new, sealed pack product, authentic product was delivered by Flipkart. Transition from old laptop was very smooth. Best in class Laptop. Super happy with the Retina Screen, new speaker system, butterfly smooth key board, long battery life. Only thing that could have helped more is one USB port, I had to buy an USB type C to Type A extender separately.",5
35,Everything is awesome about this product despite that Microsoft office is paid on this which is not good atleast office should be available on it and one more thing android phone doesn't connects through type c to type c cable which is not at all good,5
36,"1st Mac pc in my lifetime, I’m impressed being windows users for multiple decades below are the major benefits came in my mind instantly,

- No heating issues, I can use like phone or tab. Simply to say I use pc place in my thigh
- Display is awesome, feels to work more in sharp displays
- Battery, Wow simply super it’s stay for me a week with daily max of 2 hour of usage, charging timing 10 to 100 max 2 hours
- very slim and light, you need use good case to protect it. Feels very less wei...",4
37,"I am glad that I chose Flipkart for this purchase as I got the HDFC discount. I am more than happy that I chose the space grey color as it looks fabulous. Performance, camera, battery, quality etc. are all of top quality and hence no doubt. Macbook Air M1 chip is definitely a better choice compared to Macbook Pro. Just go and get your MacBook!🙂",5
38,"Switched from a Mid 2012 Macbook Pro which was way over its intended shelf life and i cannot fathom how far the Macbook have come to be.

Pros:

1. Blazing fast performance, 8GB Ram is plenty even for a professional graphic designer using Photoshop, Illustrator, Sketch & Figma.

2. Amazing Battery life, getting close to 16 hours of Usage time per single charge, that translates to 2 working days of mine.

3. Fast Type C Charging, full charge of laptop in close to 1 and half hours, thats blazi...",5
39,"The laptop is the best option for someone who is already a mac or iOS user and is one of the best options for someone who isn’t. The fan less design and apple designed M1 chip just make this machine a beast that devours everyday tasks and easily handle some heavy duty tasks as well.
It serves it’s purpose and gets out of the way when you’re done. The instant wake, really fast SSD, best touchpad, excellent speakers and microphones, along with the premium design and the deep integration with r...",5
40,"Best device you can get.
An all new revolutionary chip which boosts its performance better than any other device.
A full power packed device, with high battery backup(14hrs min on cont usage) great display quality! Doesnt even lags for a sec. Handels all the heavy duty work like a pro!
Looks wise best on the market.
My first mac purchase. You might take 3 to 4 days to get used to it and the shortcuts and gestures. But once u are done, its the best device u can get!",5
41,"The M1 chip on macbook is just awesome.
I had the previous macbook air with intel chip and bought this macbook air with M1 chip for my brother and when compared both of them the macbook air with M1 chip outperforms its predecessor in all aspects.
On comparing both of them there is no area in which it's predecessor is ahead except the new one doesn't have USB 3.1 port.
Only 2 USB type c port which is called thunderbolt 4.

The display is much better.
Screen size is same byt dimensions are more...",5
42,"I bought the Apple Macbook Air M1 after extensive research. The x86 processors seem to have fallen far behind in performance and battery life, and is also a very confusing lineup with i3, i5, i7 processors. I am buying a device that should last me for around five years at least so my selection parameters were (1) Good processor (2) Good battery life and portability (3) Solid build quality. The M1 with 16 billion transistors was head and shoulders above other processors, and also provided bes...",5
43,This is my first MacBook. Already using an iPad and i-phone. Using the best of windows laptop given by office but this MacBook is a beast and completely. overshadows the windows. Takes a while to gets hands on but I am loving it day by day thanks flipkart or this amazing deal,5
44,"If you are a windows user, go for windows only in case of you are buying for work. Software will work but you will have to adjust from windows to iOS which takes time.
Battery life is really good and sound quality is not like anything else. You'll feel real Dolby digital sound.
Only C type port is given.... Blah blah blah blah... Known things.
It's been week for me to using it but still not satisfied completely yet no question about performance or anything, just adjusting myself from windows...",3
45,"Nothing needs to be said about this. If space is a priority, like installing multiple apps or games, then opt for the higher storage or else, buy a 512GB external SSD for half the price and haul it along with this machine. Blazing fast for day to day activities.
I'm not into gaming, but does the job for making presentations, handling documents, etc.
Ports are extremely limited.
Macs are known to work for a decade without any issues, and that would offset the higher initial price. But, not...",5
46,Overall laptop is Good But if you have money buy 16 inch this is very small performance is awesome and the best thing is battery backup of this laptop is outstanding.,4
47,Light weight very good look too fast and very simple to use. App based applications. Excellent quality l like it. Seller sent it within 2 days of booking. Thanks to Flipkart for fast delivery.,5
48,"Upgraded from 2013 MacBook Pro and I am happy with the purchase. Design wise it’s huge upgrade and also in terms of performance it’s super fast.
Will see how well it performs when running different IDEs as I am a programmer.
Just want to thank Flipkart for fast delivery",5
49,If anyone wants a good battery life or battery backup go for it works smoothly and for students also who study long (6-7) hours . It performs well,5
50,my first apple device.. i have used windows from my childhood. never used apple device. but after using this i can say u will never regret.. first impression will make u happy. the best feature of macBooK air m1 is its battry backup . charging once and use 2 or 3 days regular. i charged to 87 % and used whole day on video streaming on speaker and at night it battery was 37% . very good battry backup.. good for light works.. not much powerful as windows laptop as they have graphic and all. so...,5
51,"It's a fantastic device. First apple device so still trying to adjust with it as I have always been a windows user from childhood. Looks, performance A class. If in future apple could bring the cost to a more reasonable level, that would be like a cherry on the cake for this device.",5
52,I love the new M1 MacBook Air 2020! I got the silver one in 256 gb. Absolutely amazing! I got it at a steal and would recommend to buy this at a nice price! Love it!!,5
53,First experience of an Apple product and it's totally worth it so far. Been using it on and off from past week(1hr per day average. Yet haven't required to charge the laptop) all general stuff like MSO and everything is working perfectly. Overall I'm very impressed I can say.,5
54,"A beautiful device. Arrived late but perfectly packaged. I've been using it for a week now and it's a pleasure to use. The battery life is phenomenal and the performance is super smooth and speedy. No lag or any issues.

Highly recommend it to those looking for a great laptop and a bang for their buck. Look no wherever else and just get this one!",5
55,Can't ask for more... Literally the best tech piece out there.... Performance... Battery... Sleek design... Portability... And specially after the discounts.. It was a no brainer.. Lack of ports maybe an issue but great dongles are available so anyone who needs a laptop at gif price point you should not think even if you're a pc user and get this.,5
56,"Great laptop for someone who is a FIRST TIME APPLE user. Connectivity is nice and security is awesome. The ability to MULTITASK is the speciality of this laptop. It doesn't matter if this the base variant. I had no problem running PHOTOSHOP, ADOBE XD, FIGMA, PREMIER RUSH, and FLUTTER as well. This laptop can survive all the heavy open at the same time. So good at handling at these tasks. And when ever i use this for browsing only, the BATTERY LIFE would be beyond compare. I would go on for 4 ...",5
57,"Happy and satisfied with the purchase!!

Got this in BBD sale at very best price of 76.9k after applying all discounts.

Writing this review after 1 month of usage.
This laptop is best in all aspects. No issue at all",5
58,The best laptop for its price. I would even say that it's not overprised for the performance you get. The only con I could point out is the lack of ports. But pros outweighs the cons and I truely love this gem of technology.,5
59,"This is my 1st experience with macbook and got an amazing deal from Flipkart as well at the time kf buying. I have only used windows laptop, so was little hesitant to move to Mac considering the price. But now I don’t regret at all. The performance was amazing, very smooth handling and crisp display. Initially it was little difficult to move everything from windows to mac but once you done with the all installation part, it works like charm.",5
60,my first apple device.. i have used windows from my childhood. never used apple device. but after using this i can say u will never regret.. first impression will make u happy. the best feature of macBooK air m1 is its battry backup . charging once and use 2 or 3 days regular. i charged to 87 % and used whole day on video streaming on speaker and at night it battery was 37% . very good battry backup.. good for light works.. not much powerful as windows laptop as they have graphic and all. so...,5
61,"It's a fantastic device. First apple device so still trying to adjust with it as I have always been a windows user from childhood. Looks, performance A class. If in future apple could bring the cost to a more reasonable level, that would be like a cherry on the cake for this device.",5
62,I love the new M1 MacBook Air 2020! I got the silver one in 256 gb. Absolutely amazing! I got it at a steal and would recommend to buy this at a nice price! Love it!!,5
63,First experience of an Apple product and it's totally worth it so far. Been using it on and off from past week(1hr per day average. Yet haven't required to charge the laptop) all general stuff like MSO and everything is working perfectly. Overall I'm very impressed I can say.,5
64,"A beautiful device. Arrived late but perfectly packaged. I've been using it for a week now and it's a pleasure to use. The battery life is phenomenal and the performance is super smooth and speedy. No lag or any issues.

Highly recommend it to those looking for a great laptop and a bang for their buck. Look no wherever else and just get this one!",5
65,Can't ask for more... Literally the best tech piece out there.... Performance... Battery... Sleek design... Portability... And specially after the discounts.. It was a no brainer.. Lack of ports maybe an issue but great dongles are available so anyone who needs a laptop at gif price point you should not think even if you're a pc user and get this.,5
66,"Great laptop for someone who is a FIRST TIME APPLE user. Connectivity is nice and security is awesome. The ability to MULTITASK is the speciality of this laptop. It doesn't matter if this the base variant. I had no problem running PHOTOSHOP, ADOBE XD, FIGMA, PREMIER RUSH, and FLUTTER as well. This laptop can survive all the heavy open at the same time. So good at handling at these tasks. And when ever i use this for browsing only, the BATTERY LIFE would be beyond compare. I would go on for 4 ...",5
67,"Happy and satisfied with the purchase!!

Got this in BBD sale at very best price of 76.9k after applying all discounts.

Writing this review after 1 month of usage.
This laptop is best in all aspects. No issue at all",5
68,The best laptop for its price. I would even say that it's not overprised for the performance you get. The only con I could point out is the lack of ports. But pros outweighs the cons and I truely love this gem of technology.,5
69,"This is my 1st experience with macbook and got an amazing deal from Flipkart as well at the time kf buying. I have only used windows laptop, so was little hesitant to move to Mac considering the price. But now I don’t regret at all. The performance was amazing, very smooth handling and crisp display. Initially it was little difficult to move everything from windows to mac but once you done with the all installation part, it works like charm.",5
70,"Apple at any point of time is the best in market to have, I am really loving it … quality has its own price it has one … super product",5
71,"Absolute beast of a system, very satisfied with the purchase, firstly Kudos to flipkart to deliver it on the said time/date. I’ve been using the laptop for more than a week now and very happy for personal and medium to heavy use with many apps opened at a time.

Pros:
- Excellent battery life 1-2 days for an average to heavy user
- No comment needed on Display - above par
- keyboard is very tactile & easy to use
- backlighting is good.

Cons:
Nothing to mention as of now.

Overall, will highl...",5
72,Writing the review after usage of 3 weeks. I'm in awe of this small beast. Performance is too good to be true plus the video and sound quality is just amazing. Worth the money in all terms. Battery backup is also great. Expect 12-13 hours on a single charge with normal usage which is way too higher as compared to any other window laptop. All in all couldn't have asked for.more. The only cons could be that it's not touch screen.,5
73,"Ah! After 16 yrs of using windows OS, wanted a laptop which is reliable and powerful in performance. I mean this is craziest laptop i have ever used in my life. Super smooth performance with no lags and heating. This is my first MacBook & I am really glad to be a proud owner of the same. Trust me you can really count on Apple Macbook for all your privacy and personal data safety. Bindly go for it its just AIR.

Got beat deals from Flipkart and its under my budget.",5
74,I got it for the children and they just love it. More than anything the delivery was on time. The person was dead tierd taking care of all the BBD sales. But he has a genuine attitude. Loved my overall experience with the buy. This was the first time I was buying an expensive product from an ecom platform and I guess my trust has gone up. So more later...,5
75,"It is my first apple product ,what an awesome experience. I am so happy to get this MacBook AIR m1 .The performance, color contrast I can give 5 star ,especially the portable classy look of this MacBook air silver is so elegant, music clarity and my favorite part is the trackpad gesture .Overall rating I am giving 4 star because of the webcam. I am bit disappointed with the web cam. Didn't expect this bad quality of web cam.",4
76,"Apple Mac has a class in it's own, simply outstanding!! The Big Billion Days offer makes it an even crazy deal. Great improvement from the last gen Mac, it now gets a crisper screen with less bezels and looks a lot more premium. You must use it to experience it.

Everything else is just perfect, excited to start using it more, Go for it without a second thought!!",5
77,"So, this is my first experience with a MacBook. In the past the MacBook Air was considered an underperforming notebook for a very high price. But now because of the m1 chip the performance is incredible for all the apps that can be run on the relatively new platform. Only thing is if you need more RAM or storage, pls upgrade before buying because all parts are soldered into the motherboard so you cannot upgrade it in the future. For me 8gb ram and 256 go ssd is more than enough",5
78,"It feels like magic! Be it the speed with which it starts up / wakes from sleep, loads pages on safari, etc etc. Super fast and snappy and ofcourse feels super premium to use, especially the tactile feedback of the touchpad. The keyboard is far better than the previous model.",5
79,"Best laptop I ever had. Great performance, great display and awesome inbuilt speakers with bass effects. Good for coding as well as gaming without any lag.",5
80,"Reviewing this after 51 days of usage.

It’s the laptop for most of the people out there. No matter if you’re a student or a working professional if you need a LAPTOP means a Proper Computer that runs on battery then it’s THE PRODUCT that fits the criteria. This machine has GROUND BREAKING BATTERY LIFE if you use all Apple Silicon optimised apps and with my daily usage of 6-8hrs SOT (Screen On Time) I charge it on every third day in the morning. I don’t even shut down the device and still I ...",5
81,"If uh are a Gamer, then it's not for, this doesn't support many games, and if uh are low on budget then still uh can find better options. But if uh don't game much and ur budget is on point, Dont think, just go for it, this one is the best pick. I'm writing this review after 2weeks of my experience of using this product. It's smooth like honey. It's Fabulous!!! It works very well for all of ur works. Its the best uh can get in that budget.",5
82,"I’m soooo happyyy with this purchase ❤️
Everything is PERFECT in every sense! I’m blown away by the battery and performance of M1. The screen & the keyboard are soooo goood 🥰
I’m in love with my MacBook 🙌🏻
PS - Don’t even think about it for a second. Just go for it. Totally worth the amount you will be spending and not regretting it at all 🤗",5
83,"About me (type of consumer):
moved from windows to Apple after 8 years !
Never buyed a laptop !

Best transition stage.

Being practical I always don't wanted to move to Apple instead going for windows in that or less price , but apple did its job ,this time not just the branding but the performance at its best .

Coder review :
Performance :
10/10
I used android studio , u can easily run the emulator ,no lag
From editing videos to multitaskig 30 apps at a time , M1 is the beat one mach...",5
84,"Just love it, dream comes true😎",5
85,"Great Laptop
Was almost about to buy an 360 touch laptop for 65k,glad i changed my decision and bought m1 air as this is more value for money.
No complains for normal usage.
If most performance is needed, mbp with 16gb Ram wud be the best, which is 50k more.
Too bad selling it for 75k(999usd) could have been a great deal to buy.",4
86,Wow 4k video editing in davinci resolve,5
87,Unbeatable,5
88,Amazing Product ! Worth every single penny.,4
89,A product worth buying.,5
90,Amazing. In love with screen quality.,5
91,Really good,5
92,Nice product. Love it!,5
93,"Excellent machine , first impression blows your mind away.",5
94,Loved it! ❣️,5
95,"In 2 words: Little Beast.

PROS:
1. Everything except it's CONS :p

CONS:
1. Display is little small but it's good resolution kinda make up for it. Also no OLED.
2. MacOS has some wierd quirks. Windows users like me will face some difficulty at first.
3. 30W charger maybe slow for some.
4. You will crave for the glowing logo but it's not there.
5. Soldered 256gig SSD.
6. Apple Repairs are obviously expensive.

Conclusion: A Great Laptop for 72k (thanks icici and flipkart for giving 8k inst. d...",4
96,Amazing product. Thanks Flipkart..,5
97,Best in class laptop ❤️💫,5
98,"Best laptop ever, I mainly use it for office work, video calls, ms office and browsing. 10 /10 in performance and all other aspects",5
99,Even after working on for more than 12 hours the system does not get heated up ...Awesome product ...super fast ...hope it remains this way !!,5
100,An absolute powerhouse. Very light in weight and processor is damn good compared to Intel chip. Also display is eye catching one. One should definitely go for this.,5
101,Cool.I always prefer to buy Apple products in electronics bcoz it's just awesome.,5
102,fast delivery and good laptop.,5
103,"I recently purchased this on big billion sale, so it was a steal for me 🥳.
Performance of this laptop is out of the world for it’s price range now a days.
No Windows laptop can come even closer to its battery and performance standards.
Don’t forget the fact its has no fan so noise is not an option.
And even without having a fan it fairly manage to balance its internal temperature very well.
A awesome buy for casual user, programmers and even designing and Computer science students in their ...",5
104,Just used for one day completely and don't have any regrets spending this much money.🔥,5
105,Very nice,5
106,"First class product.
Way way better than Intel's version.

And battery backup is a killer.

Only issue is spending money on adapters as it has only thunderbolts.

Overall this machine is a beast.",5
107,Till this date my best electronic Purchase :),5
108,I had to return it because got defective product. Logic board was dead. Stop working after 4 hrs.Giving 2 star for smooth and timely refund from flipkart. It's upto you if you want to buy it from flipkart.,2
109,Absolutely fantastic!!!,5
110,"Apple products are awesome. Need some time to get used to it. All apps are working seamless. Even though it is a bit prized on the higher side. WORTH IT!!
M1 Processor is far better than its intel/amd counterpart and will easily last you 6+ years and is bug free.",5
111,Super fast... I have been using windows so far and Mac speed is enthralling... light weight and battery back up has been superb.. over all this is my first mac and happy to go with this..,5
112,The performance of the product is awesome. The battery performance as given in product details. If we connect hubs it is affecting battery performance. This is first to me I bought and writing this review after 7days. Fan of this MAC M1.,5
113,Amazing experience with new M1.. 1 star less not due to less support available for software,4
114,One of the best decision of my life to buy it,5
115,"camera quality is okay but good in low light but except that everything performance display is beast but missing the old macbook air apple logo light though.
Best In Class",5
116,"it's difficult to get started when you use windows laptop for a while. But once you got it, it will an addiction 😂😂😂",5
117,"Just one word ""AWESOME""
I have used so many laptos but this one is something different....battery is just a giant..i have been using since four days and its still 50% where all window laptos just die in 4 hours....",5
118,Excellent 👌👌👌,5
119,"No doubt about this product,it is amazing in all functions ie:battey, display, performance,sound.Must go for it....",5
120,An absolute beast... M1 is giving a killer experience. I was always having an urge to buy a Macbook and now it is with me.,5
121,Best performance.i prefer to buy.?,5
122,Happy Hu,5
123,Amazing product 😍❣️ best in laptops go with it🥳,5
124,"I have been using this laptop for more than 6 months, and this is by far the best laptop I have used. The M1 chip is fast and you can do all the heavy stuffs related to work or assignments. I have not faced any lagging issues till date. The battery is really good, one full charge and I don’t have to carry my charger for next 2-3 days (I don’t use it for watching movies or videos). The laptop does not heat up even though there is no fan.
If you are planning to buy with, go for it. Transition ...",5
125,"Writing this review after using this device for 2 months.
I am a Windows user from last 15 years and mostly working on desktop computers, after using this slim machine, I would say... performance, display, sound, battery life, everything is excellent.
I am a Web Developer and I think its not a huge difference in performance when I compare it to my desktop i5, but it's equivalent or slightly faster.",5
126,"My MacBook Air M1 🔥
❤Good Flipkart product",5
127,Apple original product at the unbelievable price..Worth to buy from big billion sale !,5
128,"Only disappointed is large bezel size.
All others outstanding",4
129,"The Product is great, but all the unboxing I have seen every laptop has an extra box protection. But I didn't receive it. So the original mac box had some dents. For now the product seems great. Hoping for the best.",4
130,Best example of quality product,5
131,"Packed well,Good Product.",5
132,Too good,5
133,Just great ❤️❤️❤️,5
134,"No doubt !! Excellent product. The only draw back with Apple is the pricing, which is a bit difficult for everyone to afford it ..
But otherwise , a must go product !",5
135,Just go for it.,5
136,Just Amazing.,5
137,"nothing much to say really, so I'll go on with the obvious that you all definitely need to buy this one...I have experienced no hiccups whatsoever...happy with the delivery as well....a big thumbs up from my end....",5
138,"👍🏻Value for money.
👍🏻Great battery,
👍🏻Great display,
👍🏻Great design,
👍🏻Great user experience,
👍🏻Great sound,
------------------------------
👎🏻Average camera in low light
👎🏻Cannot upgrade RAM or SSD after purchase
👎🏻High price to be paid to upgrade RAM or Disk space before purchase only",5
139,"First macbook of life and I am having the best experience yet.
Excellent delivery by flipkart.",5
140,"Great laptop for students and those who want to do some video editing also.
Go for it.
Battery life is just insane NO laptop offers such a good battery life at this point
can sync with your iPad and increase your productivity to the next level.
Overall a value for money product
Great laptop at this price .
Got it at 72k in Big Billion Days..
Thanks Flipkart.",5
141,"Bought This During #FlipkartBigBillionDays...

Got This Product At 68400 INR Including Bank Offers & CashBack...

Build Quality Is Excellent...
Battery BackUp Is Excellent Too...
M1 Chip Is Remarkable...

Thanks # Flipkart + #AxisBank + #Seller For Such An Amazing Deal...

😍😍😍😍😍",5
142,Great beast of computing,5
143,I purchased this for light weight development and browsing but while working it was able to take load of multiple emulators and was cool without the fan. Battery was awesome with multi app emulators running with compilations going on. I was easily able to get 10hr from this every time.,4
144,Worth to money...,5
145,Excellent Experience,5
146,Product is really awesome… Thanks Flipkart for the on time smooth delivery in this critical time. Thanks to the delivery guys who are really doing a critical job on this very situation.,5
147,"Best Power machine for Work but it doesn't come with back Apple logo Light , I don't why apple removed it , it's should be there as Apple brand image",4
148,Overhearing when put for charging and smell like something burning in keyboard.,2
149,"-Good for programing....(not for gaming purpose)
-No heating issue( This surprised me😱)
-horrible Battery capasity(♥️)
-no other laptops in this range to compatate with macbook air m1 for above arguments....",5
150,"Product is good but battery back ip is same as mac book 2017.

It not that much as it was hyped.",4
151,Best for students,5
152,Nice product,4
