,Review,Rating
36,Frend Dont purchase any product from flipkart because not replace or refund. bad product battry is very bad and camra is also very bad and not support video call very worste fone only look is beautyful otherwise very bad fone and take a long time in chargig 4 hour,1
37,very poor quality of camera,1
38,not good camera,1
39,Poor battery,1
40,Wastage of money. Don't buy. Poor camera quality battery fast draining also heating issue. Disappointed. Also they are not really giving the replacement.,1
41,Very disappointed with battery backup! And time lapse features is missing as shown in description!,1
42,Low battery,1
43,"video call not supported, I am very disappointed. this is not a current generation phone.",1
44,Bad product. Camera to bad.....,1
45,Pathetic and worst ever. Camera and battery performance is very poor. At the time of booking no any option for COD and only same item replacement policy. This show company's cheap mindset. What should I do with same new worst product.,1
46,camera not be good,1
47,Camera is like 8 mp battery 5 hours hanging problem heating problem,1
48,Over hitting Battery backup not good,1
49,Got this phone for my mom but got disappointed with this device because the battery s not up to the mark and heats up frequently while using internet. first time I trusted Honor but it disappointed me. sorry to say this Honor.,1
50,Charger 3000 mh battery weaste,1
51,"Worst product. I received the defective piece. out of 2 speakers, one s not worked also while charging the touch was hanged.
I'm struggling to return the product for more than two weeks. still no process. Always the customer care telling the troubleshoot steps (which we already tried).
Its clearly visible that they are delaying the process of returns and making the customer got irritate and force us to use the same defective product.
If you receive the good product, then it will be nice,if n...",1
52,Poor camera quality and device is slow,1
53,Very bad,1
54,Never buy this phone low battery backup worst camera and company will never give u pie upgrade on this phone,1
55,"Flipkart does not provide return policy with this handset only replacement is the option provided... Don't bye it worst mobile handset... Heating issue, slow charge and other issue... I got fed up shopping with flipkart for mobile...",1
56,very low quality camera. although it has high mega pixel camera but quality is low and display is also not upto the mark. battery is not good. tried to return and get refund the money from flipkart but failed due to its policy. now suffering with this useless phone as my money has gone totally waste. not recommended to any one.,1
57,"Reviewing it after 15 days of ussage :
Pros :
1 Good looking
2 Face unlock is fast
3 battery is ok
4 Nice touch
Cons :
1 Very poor processing , apps auto shutdown and redirects to home page.
2 Camera is bad not even ok.
3 Sound vibration can be felt on back panel while talking.
4 Ram is 3 gb only on papers , it take lot of time to open browser or load notifications.

Overall a bad phone in 9k range ......",1
58,"plz don't buy this product.
takes very much time for charging.
camera are not as expected dual rear and front both.
worst product....",1
59,Worst product,1
60,Nice honar phone thanks flipkart good battery backup good display,1
61,Front camera & battery are average,1
62,Very bad filp cat costemar West sarevce and mobile not good not bad battery back up very bad is replesment no very bad very bad,1
63,"Bad chrging
Bad battry life
Bad camera
Bad size
Bad perpomce",1
64,Poor battery quality and frequently gets rebooted automatically.,1
65,don't buy this phone.... worst performance n hanging problem started with in a week,1
66,not meet the expectations,1
67,"very bad software working too slow and speaker and microphone has very low soud , No value for money and I recommend not to by Honor 7A",1
68,these ate a few photos taken from my phone,1
69,"huwai name good but this phone camera quality very bad , battery backup 2 hours , heat problem very hot few time ,",1
70,Waste of money by purchase this cheap mobile.,1
71,Battery life is bad. Charging good. Camera so bad,1
72,It is an fantastic smartphone but it's display is too bad low quality,1
73,If you use after full charge the battery is last till 2hours only,1
74,Very bad battery. Don't buy.,1
75,it doesnot .having water proof and once the phone was fall in water the phone doesnot working and the display has changed and the touch was waste,1
76,waste of my money and time.,1
77,camera quality is very bad.,1
78,its really bad phone,1
79,battery backup not good,1
80,Despite mention of volte there is no direct video calling. This mobile company just cheat customer.,1
81,phone is bad and not value for money. Don't buy anything from Flipkart they don't even return it back within 10 days return policy.,1
82,very poor service and warst phone,1
83,Product is not good.,1
84,Bad,1
85,very poor phone battery quality is third class,1
86,camera is very bad and battery very bad,1
87,Bad charge not support to phone n I don't like this phone,1
88,nice phone,1
89,Camera very worst Please don't buy,1
90,Power button is giving shock,1
91,Worst battery back up,1
92,I've got battery issue in the device. I had requested for replacement but technician came and updated software and told me that issue is resolved but it wasn't resolved and then my replacement request is cancelled.,1
93,"Total loss

Bad camera
Bad battery",1
94,Good mobile but not camera quality,1
95,"It's heating too much
Not working properly
Some time it's screen showing full white
Or main point it's better backup is too much
Sala bc 6-7 ghante chlta h",1
96,Decent not so good,1
97,phone was not working...a lot of hanging issue... my product seems to be defective one... asked for replacement then i will review again,1
98,poor features waste of money waste of time not having refund policy only having replace policy am completely disappointed,1
99,Battery is not good,1
100,jio video calling not supported..,1
101,very bad camera is very bad,1
102,camera is very poor.,1
103,No back cover,1
104,very bad phone hanging problem is there in phone,1
105,Very bad,1
106,battery drains fatser when mobile data is switched on..if you don't use mobile data or WiFi then battery stands long. apps gets closed automatically and I don't suggest anyone to take this too.. back camera is good. front cam is anyways worst...,1
107,Worst phone I have ever used. Battery is rapidly discharging,1
108,Video call support issue from Dialer,1
109,product is too bad.dont buy it.its keep on vibrating & shutting down.i raised for the return & I feel sad that I don't have the refund option only replacement option. I am interested again to use this product.,1
110,Front and back camera very bad quality. Bad product battery is very bad and video call very worst done only look is beautiful otherwise very bad phone and tak a long time in charging 4 hours.,1
111,not Goid,1
112,Battery charging time very long about 6 hours,1
113,"1-mobile is automatically sleep before set timing.
2-mobile is hanging on second app open.
3-UI system is not responding.
4-phone is ovrheating on mobile charging",1
114,Not nice,1
115,"Not good, camera is poor battery backup worst",1
116,"This product is like a boiling water which is kept on stow. While using, it keep on increasing the heat. when I try to return & refund the technician Replied that the product will be returned only if it reach 50° c heat.",1
117,The fingerprint hardware is not available as described.,1
118,After 11 days phone touch was stopped to work. Please don't buy it,1
119,Its not good there camera quality is very poor and battery charging times 5 hours and battery backup is less than a 5 hour,1
120,"mobile is best, but charger is damage. so I returned this.",1
121,camera is very poor,1
122,"very bad quality product,both sim slot is not working",1
123,"PLEASE DON'T BUY HONOR 7A MOBILE.
CAMERA QUALITY IS THIRD CLASS.
BATTERY BACK UP IS WORST POOR. TWO TIME CHARGING PER DAY.

Cropping up with mobile.
I take the trouble with mobile.

FLIPKART NOT RETURNING MOBILE.
THEIR ENGINEER VISITED THREE TIME WHEN I RAISED TICKET TO BACK MY MONEY.",1
124,very bad camera & image quality very poor,1
125,"bad camera quality
slow processing
not a money valuable phone
I request customers not to buy it.",1
126,BATTERY backup low,1
127,Mobile all good but battery and front camera do not best,1
128,"camera quality very worst, bad and ugly",1
129,Very bad performance this honor mobile phone batteries problem and hanging,1
130,VERY POOR MOBILE NEW EARE JUCK PEOBLEM. PHOTOS AUTOMATICALLY DELETE 😔,1
131,very slow device. not a recommend purchase.,1
132,Very pour phone,1
133,camera quality is very bad,1
134,Complete loss,1
135,Very bad performance,1
136,Don't buy for gaming,1
137,This is very bad mobile so please don't waste your money,1
138,Worst phone,1
139,Waste of money dont buy this honor phones if you increase volume it will switching off dont buy,1
140,Worst phone please don't buy this,1
141,Stucks,1
142,Dislike,1
143,Bad,1
144,West of money...product is not good.i am not happy this product..not 4g and function is very bad,1
145,Don't ever think to buy. Noise is there..low volume..not upto the mark. Don't use any product of honor aa I bought two and both are bad..now again I had to buy redmi,1
146,Battery was earlier discharge ing . Main issue of network not catch ing. This phone network signal week.. Phone futures is okay.but battery and network issue more. already I'm using,1
147,Bad quality mob,1
148,very bad processor ram mobile,1
149,Worst product,1
150,Disappointed,1
151,Camera is the worst part in this phone.. After 1 year of use the loud speaker stops functioning. Phone gets hanged when you still have 4 to 5 GB internal storage left on phone.,1
152,Bad phone.. Chineese quality only..,1
153,If you want to use it for 1 year buy it other wise plz don't buy. Battery drains fast while using Internet. It is not suitable for daily usage,1
154,Bad mobile and bad company,1
155,4G Not supporting how to work,1
156,Camera quality is very poor and the phone start hanging sometimes. Very disappointed with this product,1
157,Very bad camera and other some other feature are not available,1
158,Performance very slow,1
159,"After using for 1year sim slot was stopped working
Dont order any electronic gadget online",1
160,Awesome mobile this prize,1
161,very bad mobile bettery is very poor...,1
162,very bad product ☹️,1
163,Bad,1
164,battery is very vorrost and also camera poor quality...,1
165,"display broken fell from 4 feet only.
I strongly recommend not to purchase",1
166,it's a very bad device,1
167,with in a month motherboard gone ... now waist of my phone,1
168,camera quality is very poor.. overall performance is not bad.,1
169,Very bad,1
170,Good to see,1
171,worst quality in everything,1
172,Bro really bro I bought this mobile on last year October... But in this year August it stops working anonymously.... It will automatically switched off and it will restart again.... When you are operating any application... Worst phone this is..... Initially it's good... For upto 7 - 8 months... But days later worst than worst... Still I mentioned this review by using of charging only.... I contacted many times the support team but I didn't get any support / solution from them don't buy this ...,1
173,"Bluetooth not working perfectly,
nedd charging two times in a day, really bad experience with Honor.",1
174,Bad battery life....,1
175,Poor choice,1
176,"fingerprint option is not working since 4 months no help the the service center
waste of money",1
177,"dont buy any honor mobile
display damaged easly",1
178,Camera not good,1
179,"camera 1/5
battery 1/5",1
180,very bad,1
181,display proplam is one month,1
182,it is not goood horrible battery,1
183,Display problem,1
184,Battery very bad,1
185,bad,1
186,Worst mobile ever I seen. Motherboard of this mobile is worst. I send this mobile 2 times for repair in warranty within a month,1
187,"Battery is not good not responding any one my complaint..and charging port is not good, better to install the type c in honer mobile",1
188,this is the very bad product i am facing issue in mobail.,1
189,bad camera,1
190,device has some issues. But they are not return it,1
191,"Heating problem, camera quality worst , poor performance",1
192,do not buy value less product. always hang making problem every time...,1
193,touch screen issue.with in 30days. don't purchase this mobile.,1
194,over heating,1
195,Don't buy with credit card....It shows 7500 on credit card and after buying all taxes and charges it goes 8500 very bad experience ever,1
196,I suggest everyone not to take this phone. Its battety backup is not good.,1
197,not good hanging issue,1
198,this phone is not good,1
199,Battery problem,1
200,Well,1
201,slow device....,1
202,Very Bad Smartphone,1
203,Not use this phone don't buy it,1
204,Loss of mny,1
205,"the worst phone ever is seen, it's not a good option to buy honor phone, the major issue is changing and functioning very slow",1
206,Useless quilty,1
207,worst mobile,1
208,Network problem,1
209,very poor battery,1
210,Bad product do not buy,1
211,Worst mobile screen glass is very poor,1
212,Battery backup very bad. Only one hour talk time on watching videos. And more 4 hours take time to full charged.,1
213,"poor performance, bad quality of speaker",1
214,Very bad product bettry is very wick always hang,1
215,waste phone :(,1
216,phone is getting hanged and Flipkart is not hearing,1
217,it's worst mobile which I've ever used.,1
218,hanging,1
219,it's very bad phone,1
220,screen quality is in very low condition.my phone slightly falls suddenly it broke.,1
221,the display was damaged in 3 months,1
222,charing timing very slow,1
223,"Very bad phone,it's only wastage of money,after one month battery backup is very bad",1
224,it's waste the screen has broken simply,1
225,Battery back up not there.......,1
226,Battery back up should be improved. 8 to 10 hour after full charge. Phone Hang sometimes . This phone automatically make calls which is irritating.,1
227,not good,1
228,not good profomens this phone according price.,1
229,speaker is not working,1
230,stopped working after 15 days. worst phone. don't buy,1
231,Not badd,1
232,Product quality very low,1
233,battry problem,1
234,One speaker is not working how to fix it,1
235,Very bad,1
236,Pls don't buy this phone any one from phone getting heat fingerprint doesn't working,1
237,Bad phone camera and battery is very bad dont buy this phone..,1
238,Very ba quality for batery,1
239,Hanging issue,1
240,I don't suggest this mobile,1
241,Bad product for camera and battery capacity,1
242,Performance of phone is not satisfactory.,1
243,The phone is overall good but the accessories with it are of cheap quality. I bought my phone on 18th of last month and my data cable is already damged. 1 week ago i contacted the customer care they told me they will pick up the cable and replace it. but now they are asking me to travel to them and many excuses.,1
244,"bad mobile, phone heat",1
245,Very poor quality camera,1
246,this is worst phone,1
247,Not bad,1
248,I purchased phone two weeks before and after 10 days phone started heating while calling and using any app and battery also it takes 3 hrs to take full charge..,1
249,Not dual volte,1
250,faulty product received and Flipkart taking 30hr for one single call back,1
251,Vary bed,1
252,Battery backup very poor and also lag and heat issue. Never buy this type of cheap phones,1
253,Bad battery backup,1
254,low price and low performance phone by honor,1
255,Very bad device. I'm not Happy this device.,1
256,Bad product .....signal problem in this product....and service is bad ....in honar care...😭😭😭,1
257,not satisfied since many inbuilt apps doesn't work as such YouTube browser,1
258,This rating is not for product. Flipkart cheated me. So I will always give 1 to every product I buy from flipkart. Sorry guys.,1
259,very bad quality item got. bad response from flipkart for replacement or refund. dont buy anyone from flipkart,1
260,"I have brought honor 7a mobile 6 months. Now I have a problem in that mobile. I have pushed the notification bar from top, its not coming down properly.",1
261,poor,1
262,"I bought two phones of this model for my colleagues. From the very first day phone started heating up and sound quality was also not up to the mark. I at least will not recommend this one to anyone, however cheap you may get it for",1
263,Adorable,1
264,baterry quality is very bad,1
265,display very bad,1
266,"Waste of money ..none of things work good ...its better to buy local phone of 2000 rs rather than buying honor .., in outgoing calls no one hears me ...sounding with disturbance ...internet connectivity is poor",1
267,not as expected,1
268,Worst product.,1
269,battery waste and display quality poor,1
270,"PATHETIC PRODUCT GUYS DONT WASTE YOUR MONEY ON THIS USELESS PRODUCT.. Disappointed with the performance and battery ... waste of money buying this phone...pls don't waste your money on buying honor products guys.. it's a horrible phone..
consider getting a xaomi phone instead...",1
271,spr product,1
272,"bought this phone..& became highly disappointed to see it's performance..,Ihans for along duration even till 24hrs...very worst product,So I 'll never suggest anyone to buy this third class phone",1
273,battery capacity is low... battery performance is low,1
274,your mobile has a network problem,1
275,Good product but over heating problem,1
276,Thanks flipkart,1
277,very bad support team also,1
278,battery performance is very bad,1
279,battery problems,1
280,"PATHETIC PRODUCT GUYS DONT WASTE YOUR MONEY ON THIS USELESS PRODUCT.. Disappointed with the performance and battery ... waste of money buying this phone...pls don't waste your money on buying honor products guys.. it's a horrible phone..
consider getting a xaomi phone instead...",1
281,spr product,1
282,"bought this phone..& became highly disappointed to see it's performance..,Ihans for along duration even till 24hrs...very worst product,So I 'll never suggest anyone to buy this third class phone",1
283,battery capacity is low... battery performance is low,1
284,your mobile has a network problem,1
285,Good product but over heating problem,1
286,Thanks flipkart,1
287,very bad support team also,1
288,battery performance is very bad,1
289,battery problems,1
290,over heating,1
291,"bad: camera, battery, and display

totally waste product",1
292,Performance was very bad before inserting sim card it was ok after that it was lagging,1
293,"item is asowm.3GB ram , 32GB internal memory, All about thing ok but mobile is very hit for some time used, Camera is very perfect,,,,",1
294,Can't do video call direct and not show contact image in incoming call,1
295,very low battery service and very heat while charging,1
296,Jk,1
297,I don't like this product,1
298,No vidio call,1
299,Very very very very bad product,1
300,Camera is not good as per specification. overall dissatisfied with phone permonance as well as flipkart services.,1
301,too worst products flipkart,1
302,battery is very bad,1
303,"Battery backup is very low
Phone heating problem",1
304,Its has motherboard issue don't buy it and repair cost is more then phone,1
305,very bad product.. battery is not good also phone is hanging.,1
306,not gud.,1
307,cheating. i get only mobile phone in box,1
308,very bad product iam not suggest any person to buy this guggets,1
309,Berry baad,1
310,I Have A Off Colour Pixel Dot I My Screen,1
311,it's heat problem less charging backup,1
312,Battery backup poor,1
313,Worst phone ever and the service of customer service is to bad of flipkart the products of flipkart is defective,1
314,Not bad,1
315,Worst,1
316,Got damaged product,1
317,Front & Back camera Quality is very cheep,1
318,Problem in my phone.,1
319,worst phone i ever used totally waste of money if you have ready to spend that much of money please choose different brand at the same price . the dual back camera is only for show it is not for any use very bad quality pictures it give,1
320,"it's battery performance is very bad
they charge in 3 hours and discharge quickly",1
321,Not satisfied with your exchange policies. You should tell first about your term and condition. Don't left with any option..at time of receiving order.,1
322,issue in screen display,1
323,Battery is very badly,1
324,"My point of view:
Worst camera quality
Too heating
Low battery backup
So please don't waste your money.",1
325,network problem,1
326,good,1
327,Not so good,1
328,some battery related issues.....,1
329,While surfing in browser excess of heat is producing.,1
330,"Battery backup not good
100% battery only 2 hours use and battery died",1
331,please don't buy this phone...waste money,1
332,bettery down fast,1
333,"very bad quality , I lost my money ! mobile heating and battery performance very low..",1
334,Battery is not good,1
335,worst battery,1
336,Waste mobile,1
337,Bad mobile phone hanging problem properly😬😬😬📱,1
338,very bad,1
339,Wast8,1
340,The phone didn’t start,1
341,Worst produce by honor. Very bad camera clarity. And phone is very heavy. Very slow. Hangs very fast. Better to buy a another phone than this,1
342,Worst handset,1
343,Bad experience with warranty,1
344,disappointed because fingerprint sencor tooo worst..........,1
345,not exchange onther mobile,1
346,Boaring,1
347,very bad mobile this is this is mobile very battery is a very poor quality,1
348,"Horrible phone or worst than that. Camera quality is poor than any standards. Disappointed with no replacement and return policy. My return request was rejected and the technical person who came to check my phone commented that 99% of honor phines having similar issues. My request, if you cannot give standard product, pleas dont cheat my giving high specifications. Highly not recommended even if you have zero expectations. Please dont get cheated by this horrible product.",1
349,Battery backup is much worse... It discharges quickly.... Sometimes it hangs,1
350,Not so good..,1
351,"One of the worst Smartphones avilable in the market. Cons list:
1. Very very bad battery life. In normal use it would last around 8 hrs.
2. Both front and rear camera is very bad. It has got dual rear camera in the back which does not perform well even in day time. Low light camera capture is the worst.",1
352,wast,1
353,Very bad phone battery damage,1
354,Just 5 month good working this mobile after 5 month problems adding etc...,1
355,Rear camra 1,1
356,Very bad product don't purchase on flipkart,1
357,its to bad it always auto off mobile,1
358,Hanging and over heating,1
359,It's very slow cell phone. After 3 month it's hangout.,1
360,Battery Back Up Very Poor,1
361,mobile is goes slow working,1
362,ful2 phone,1
363,ful2 phone,1
364,A below average phone,1
365,"Camera quality is very poor
Keeps hanging even if very few apps are there in mobile
Microphone and speaker are very poor sometimes there is no sound when talking on call.",1
366,very bad,1
367,mony west,1
368,Good Mobile.,1
369,this device is good and lm open you tube and phone is hang,1
370,Worst battery ever.... Buy Redmi,1
371,Very bad,1
372,this time i have worst experience to shop this mobile from flipkart.,1
373,finger print or not working properly,1
374,Having problems with network and already raise the issue with the team but not solved.,1
375,I LOST MY PHONE,1
376,Very bad phone,1
377,battery backup is very poor,1
378,not good working as 3gb ram phone,1
379,Cameras and battery very bad performance,1
380,good product,1
381,Bettry is bad,1
382,chinese waste. I would prefer to use any phone but not a phone which is backed by a government which is helping terrorist organization like Masood Azhar,1
383,Camera is worst. Dont bye. Not good,1
384,just a mobile phone thatsit,1
385,Very bad,1
386,"no value for money.Very vert very bad camera.It is very unexpected quality of camera.When use video call,camera should very very blur, opposite party cannot able see us.",1
387,veary bad battry pecap,1
388,Only single speaker,1
389,very bad mobile.dont buy,1
390,Good mobiles,1
391,phone is good ...but ..headset missing...no headset inside the box,1
392,"Do not buy this phone, Trust me",1
393,Camera quality is worst...sugeest if any settings to to...,1
394,"poor mobile phone, after using these product i realize that battery backup is too poor.",1
395,M not happy with profermence with this mobile,1
396,it is not home delivery this Item.,1
397,Not good mobile,1
398,Plz don't buy,1
399,Battery backup very low,1
400,Battery problems,1
401,"Bekar brand and customer services. Battery not durable, display is very poor",1
402,bad quality,1
403,bed mobile,1
404,batary and camera poor quality,1
405,Very poor,1
406,Cool super thank of all,1
407,Not tooo good it’s ok 👍,1
408,"Its camera is not working, also they are not ready to replace it... Very bad",1
409,Not good charging will gone very quickly and time taking for charging is very high. Don't purchase anyone waste of money touchscreen also has problem very bad mobile plz don't purchase anyone sometimes mobile will run automatically worst mobile... Camera also average..,1
410,Vedio quality very poor (before I using moto g4 play very good vedio quality compared to this very poor. I want return this item,1
411,lost in just 2 months .......,1
412,Only 3 hours battery backup one Speaker not working,1
413,Battery backup is waste and camera also not working good,1
414,"The worst mobile that I ever possessed. Following are the cons:
1. Battery lasts for three hours
2. Mediocre camera",1
415,Bad Flipkart....return not take...over heating,1
416,after 20 days from buying.. the fingerprint sensor stopped working... poor quality,1
417,"Battery waste, camera waste",1
418,disgusting,1
419,Nice product and fast delivery,1
420,camera is poor,1
421,not satisfied with camera 13+2 should be the best camera but it camera is not good as redmi 5a,1
422,It is valu for money,1
423,"my first order of Honor 7a has software issue. after a pathetic experiance with Flipkart (as they dont have co-ordinate with customer support, seller and shipment) after huge harassment I got my replacement. Now the replacement product seems good.",1
424,is mobile is hanging don't buy this,1
425,very nice mobile phone,1
426,super,1
427,very bad service of flipkart,1
428,Dont buy this mobile.worst mobile ever,1
429,ervice not good,1
430,I'm having a bad experience with this honor because of battery. It is getting low battery quickly even i am not using for a long time.,1
431,battery capacity low and touch not working,1
432,worst slowest phone in this configuration,1
433,Lovely,1
434,bad,1
435,Yesterday i bought mobile .Mic not working .Flipkart told go to service centre,1
436,hang or not supported videos call,1
437,super,1
438,anging more,1
439,battery failure,1
440,1 U manual user no coming,1
441,no video call...but 4g phone......upper se no return..dont buy phone..1st go to store for phone specification... 2k phones are better,1
442,very nice,1
443,BAD,1
444,product veey good but courier boy behavier very bad so please change courier boy in delhivery courier company. i am sad . next shop not by fipkart.,1
445,worst battery life...,1
446,very bad bettry backup,1
447,Mobile super battery dell,1
448,Bad phone,1
449,camera is very bad,1
450,all system workly nice but battery backup is very week,1
451,I did nt get eyer phone this package,1
452,worst product,1
453,It's the worst phone I had ever used in my life.,1
454,Not good,1
455,Nice,1
456,Wrist,1
457,good phone 👌👌,1
458,worst purchase in flipkart. sent damaged phone and not replacing. don't buy.,1
459,Battery Problem,1
460,"Worst product. Not recommended.

Cons.
Over heating
Camera quality is not good
It takes some seconds to capture picture once capture button is tapped.
Poor battery back up.

Pros.
Display is good.",1
461,Battery draining problem and camera are cheap quality.,1
462,Bad,1
463,Ok,1
464,average,1
465,performance is so bad,1
